,exchange,combo,pom,eod
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXIT', 'CNXREALTY']",0.7435897435897436,0.782051282051282
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXIT', 'NSEBANK']",0.7215189873417721,0.7088607594936709
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXMEDIA', 'CNXREALTY']",0.7564102564102564,0.782051282051282
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXMEDIA', 'NSEBANK']",0.759493670886076,0.7215189873417721
0,NSE,"['CNXAUTO', 'CNXCONSUM', 'CNXREALTY', 'NSEBANK']",0.7341772151898734,0.7721518987341772
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXFMCG', 'CNXINFRA']",0.782051282051282,0.8333333333333334
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXFMCG', 'CNXIT']",0.7307692307692307,0.8333333333333334
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXFMCG', 'CNXMEDIA']",0.7307692307692307,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXFMCG', 'CNXREALTY']",0.6666666666666666,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXFMCG', 'NSEBANK']",0.6962025316455697,0.759493670886076
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXINFRA', 'CNXIT']",0.7435897435897436,0.7692307692307693
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXINFRA', 'CNXMEDIA']",0.782051282051282,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXINFRA', 'CNXREALTY']",0.782051282051282,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXINFRA', 'NSEBANK']",0.7721518987341772,0.7721518987341772
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXIT', 'CNXMEDIA']",0.7307692307692307,0.7692307692307693
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXIT', 'CNXREALTY']",0.7307692307692307,0.7692307692307693
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXIT', 'NSEBANK']",0.6708860759493671,0.7215189873417721
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXMEDIA', 'CNXREALTY']",0.717948717948718,0.8461538461538461
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXMEDIA', 'NSEBANK']",0.6962025316455697,0.7088607594936709
0,NSE,"['CNXAUTO', 'CNXENERGY', 'CNXREALTY', 'NSEBANK']",0.6962025316455697,0.7088607594936709
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXINFRA', 'CNXIT']",0.7692307692307693,0.782051282051282
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXINFRA', 'CNXMEDIA']",0.782051282051282,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXINFRA', 'CNXREALTY']",0.782051282051282,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXINFRA', 'NSEBANK']",0.7341772151898734,0.7721518987341772
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXIT', 'CNXMEDIA']",0.7564102564102564,0.717948717948718
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXIT', 'CNXREALTY']",0.7564102564102564,0.717948717948718
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXIT', 'NSEBANK']",0.7341772151898734,0.6835443037974683
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXMEDIA', 'CNXREALTY']",0.782051282051282,0.717948717948718
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXMEDIA', 'NSEBANK']",0.7215189873417721,0.6708860759493671
0,NSE,"['CNXAUTO', 'CNXFMCG', 'CNXREALTY', 'NSEBANK']",0.6835443037974683,0.6962025316455697
0,NSE,"['CNXAUTO', 'CNXINFRA', 'CNXIT', 'CNXMEDIA']",0.782051282051282,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXINFRA', 'CNXIT', 'CNXREALTY']",0.782051282051282,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXINFRA', 'CNXIT', 'NSEBANK']",0.6455696202531646,0.7341772151898734
0,NSE,"['CNXAUTO', 'CNXINFRA', 'CNXMEDIA', 'CNXREALTY']",0.782051282051282,0.8205128205128205
